# ===========================================================================
#
#                            PUBLIC DOMAIN NOTICE
#               National Center for Biotechnology Information
#
#  This software/database is a "United States Government Work" under the
#  terms of the United States Copyright Act.  It was written as part of
#  the author's official duties as a United States Government employee and
#  thus cannot be copyrighted.  This software/database is freely available
#  to the public for use. The National Library of Medicine and the U.S.
#  Government have not placed any restriction on its use or reproduction.
#
#  Although all reasonable efforts have been taken to ensure the accuracy
#  and reliability of the software and data, the NLM and the U.S.
#  Government do not and cannot warrant the performance or results that
#  may be obtained by using this software or data. The NLM and the U.S.
#  Government disclaim all warranties, express or implied, including
#  warranties of performance, merchantability or fitness for any particular
#  purpose.
#
#  For daily update, we screen the search results of this PubMed query:
#  "coronavirus"[All Fields] OR "ncov"[All Fields] OR "cov"[All Fields] OR
#  "2019-nCoV"[All Fields] OR "COVID-19"[All Fields] OR "SARS-CoV-2"[All Fields].
#  Relevant articles are identified and curated with assistance from an automated
#  machine-learning and text-classification algorithm.
#
#  Please cite the authors in any work or product based on this material :
#
#  Chen Q, Allot A, & Lu Z. (2020) Keep up with the latest coronavirus research, Nature 579:193
#
# ==========================================================================
pmid	title	journal
32368712	Are Clinicians Contributing to Excess African American COVID-19 Deaths? Unbeknownst to Them, They May Be.	Health Equity
32368710	Responding to Healthcare Disparities and Challenges With Access to Care During COVID-19.	Health Equity
32368701	COVID-19-Associated Collapsing Glomerulopathy: An Emerging Entity.	Kidney Int Rep
32368629	Emergency Medical Services resource capacity and competency amid COVID-19 in the United States: Preliminary findings from a national survey.	Heliyon
32368620	Performing tracheostomy during the Covid-19 pandemic: guidance and recommendations from the Critical Care and Acute Care Surgery Committees of the American Association for the Surgery of Trauma.	Trauma Surg Acute Care Open
32368611	COVID-19 and globalization.	One Health
32368607	The Response of Women's Dermatologic Society and the International Journal of Women's Dermatology to the COVID-19 Pandemic.	Int J Womens Dermatol
32368570	The Indian perspective of COVID-19 outbreak.	Virusdisease
32368569	The molecular biology of intracellular events during Coronavirus infection cycle.	Virusdisease
32368550	Pulmonary contusion mimicking COVID-19: A case report.	World J Clin Cases
32368532	Stability and infectivity of coronaviruses in inanimate environments.	World J Clin Cases
32368531	Hypertransaminasemia in the course of infection with SARS-CoV-2: Incidence and pathogenetic hypothesis.	World J Clin Cases
32368528	Prevention program for the COVID-19 in a children's digestive endoscopy center.	World J Clin Cases
32368495	Co-infection with SARS-CoV-2 and influenza A virus.	IDCases
32368493	Co-Infection with SARS-COV-2 and Parainfluenza in a young adult patient with pneumonia: Case Report.	IDCases
32368483	A case of improved oxygenation in SARS-CoV-2 positive patient on nasal cannula undergoing prone positioning.	Respir Med Case Rep
32368429	Quantifying the Impact of COVID-19 on Cancer Patients: A Technical Report of Patient Experience During the COVID-19 Pandemic at a High-volume Radiation Oncology Proton Center in New York City.	Cureus
32368424	The Impact of COVID-19 on Medical Education.	Cureus
32368252	Neoadjuvant endocrine therapy for luminal breast cancer treatment: a first-choice alternative in times of crisis such as the COVID-19 pandemic.	Ecancermedicalscience
32368202	Providing Steroid/Corticosteroid Injections Safely in the Covid-19 Environment.	J Radiol Nurs
32367999	Post COVID-19: Planning strategies to resume orthopaedic surgery -challenges and considerations.	J Clin Orthop Trauma
32367931	Facial Pressure Ulcers in a COVID-19 50-year-old Female Intubated Patient.	Indian J Plast Surg
32367899	Mortality threats and technology effects on tourism.	Ann Tour Res
32367890	COVID-19 and Transnational Issues in Copyright and Related Rights.	IIC Int Rev Ind Prop Copyr Law
32367888	COVID-19 Dynamic Computed Tomography (CT) Performance and Observation of Some Laboratory Indicators.	Med Sci Monit
32367887	Association of gynecological endoscopy surgeons of Nigeria (AGES) advisory on laparoscopic and hysteroscopic procedures during the COVID-19 Pandemic.	Niger J Clin Pract
32367861	Bronchoalveolar specimen can help detect COVID-19 in suspicious case with negative PCR for nasopharyngeal specimen test.	Lung India
32367857	Safety of an immunomodulator Mycobacterium w in COVID-19.	Lung India
32367852	Severe acute respiratory syndrome-coronavirus 2 and novel coronavirus disease 2019: An extraordinary pandemic.	Lung India
32367850	Sterilization of N95 respirators: The time for action is upon us!	Lung India
32367847	Nasopharyngeal wash in preventing and treating upper respiratory tract infections: Could it prevent COVID-19?	Lung India
32367846	Health-care preparedness and health-care worker protection in COVID-19 pandemic.	Lung India
32367838	COVID-19 pandemic in India: A clarion call for better preparedness.	Lung India
32367837	Gastrointestinal and liver manifestations of COVID-19.	Saudi J Gastroenterol
32367812	[First case of COVID-19 treated with tocilizumab in Iceland].	Laeknabladid
32367794	Recommendations for emergency departments receiving patients with vital signs absent from paramedics during COVID-19.	CJEM
32367793	Epidemiological characteristics of confirmed COVID-19 in Guizhou province, China.	Disaster Med Public Health Prep
32367789	Food delivery service during social distancing: Proactively preventing or potentially spreading COVID-19?	Disaster Med Public Health Prep
32367779	The impact of COVID-19.	J Perioper Pract
32367767	Potential Inhibitors of Coronavirus 3-Chymotrypsin-Like Protease (3CL(pro)): An in silico screening of Alkaloids and Terpenoids from African medicinal plants.	J Biomol Struct Dyn
32367765	Prediction of severe illness due to COVID-19 based on an analysis of initial Fibrinogen to Albumin Ratio and Platelet count.	Platelets
32367764	Vascular access in COVID-19 patients: Smart decisions for maximal safety.	J Vasc Access
32367749	Transient appearance of EDTA dependent pseudothrombocytopenia in a patient with 2019 novel coronavirus pneumonia.	Platelets
32367746	ACE2, COVID-19, and ACE Inhibitor and ARB Use during the Pandemic: The Pediatric Perspective.	Hypertension
32367739	Outbreak dynamics of COVID-19 in Europe and the effect of travel restrictions.	Comput Methods Biomech Biomed Engin
32367683	Impact of coronavirus disease 2019 (COVID-19) outbreak on outcome of myocardial infarction in Hong Kong, China.	Catheter Cardiovasc Interv
32367660	Performing dermoscopy in the COVID-19 pandemic.	Dermatol Ther
32367648	SARS-CoV-2 variants: relevance for symptom granularity, epidemiology, immunity (herd, vaccines), virus origin and containment?	Environ Microbiol
32367645	Response to "The COVID-19 outbreak in Italy: initial implications for organ transplantation programs".	Am J Transplant
32367636	Comment on: "Early advice on managing children with cancer during the COVID-19 pandemic and a call for sharing experiences".	Pediatr Blood Cancer
32367628	Hidden in plain sight: Addressing the unique needs of high risk psychiatric populations during COVID-19 pandemic.	Psychiatry Clin Neurosci
32367615	Trends and innovations in biosensors for COVID-19 mass testing.	Chembiochem
32367579	The lysosome: A potential juncture between SARS-CoV-2 infectivity and Niemann-Pick disease type C, with therapeutic implications.	FASEB J
32367576	Saliva is a non-negligible factor in the spread of COVID-19.	Mol Oral Microbiol
32367558	Dermatological diseases presented before COVID-19: Are patients with psoriasis and superficial fungal infections more vulnerable to the COVID-19?	Dermatol Ther
32367551	Convert to open: the new paradigm for surgery during COVID-19?	Br J Surg
32367527	Reorganization of a large academic hospital to face COVID-19 outbreak: the model of Parma, Emilia-Romagna region, Italy.	Eur J Clin Invest
32367484	Call for Proposals: Special Issue of Archives of Sexual Behavior on the Impact of COVID-19 on Sexual Health and Behavior.	Arch Sex Behav
32367471	Venous thromboembolism and heparin use in COVID-19 patients: juggling between pragmatic choices, suggestions of medical societies.	J Thromb Thrombolysis
32367447	Detect to protect: pneumoperitoneum gas samples for SARS-CoV-2 and biohazard testing.	Surg Endosc
32367431	Neurological manifestations of patients with COVID-19: potential routes of SARS-CoV-2 neuroinvasion from the periphery to the brain.	Front Med
32367422	Interpretation of CT signs of 2019 novel coronavirus (COVID-19) pneumonia.	Eur Radiol
32367421	Incidentally discovered COVID-19 pneumonia: the role of diagnostic imaging.	Eur Radiol
32367418	Imaging features and evolution on CT in 100 COVID-19 pneumonia patients in Wuhan, China.	Eur Radiol
32367391	Virtual House Calls: Telemedicine and Reforming the Health Care Delivery Model with Strategies Implemented in a Novel Coronavirus Pandemic.	J Gen Intern Med
32367343	COVID-19, Immuno-oncology and Cardiovascular Disease: Viewpoint from the Intersection.	J Cardiovasc Transl Res
32367319	Artificial intelligence to codify lung CT in Covid-19 patients.	Radiol Med
32367288	Slit-lamp evaluation during SARS-CoV-2 pandemic: safety first!	Graefes Arch Clin Exp Ophthalmol
32367287	New evidence of SARS-CoV-2 transmission through the ocular surface.	Graefes Arch Clin Exp Ophthalmol
32367286	May home confinement during the COVID-19 outbreak worsen the global burden of myopia?	Graefes Arch Clin Exp Ophthalmol
32367256	Nuclear medicine services after COVID-19: gearing up back to normality.	Eur J Nucl Med Mol Imaging
32367213	[Evolution of CT manifestations in a Coronavirus (2019-nCoV) pneumonia patient].	Med Klin Intensivmed Notfmed
32367209	Reply to the Letter to the Editor: Comment on "COVID-19 infection control protocol inside computed tomography suites".	Jpn J Radiol
32367205	SARS-CoV-2 can induce brain and spine demyelinating lesions.	Acta Neurochir (Wien)
32367170	High risk of thrombosis in patients with severe SARS-CoV-2 infection: a multicenter prospective cohort study.	Intensive Care Med
32367169	What's new in lung ultrasound during the COVID-19 pandemic.	Intensive Care Med
32367166	"No dose" lung ultrasound correlation with "low dose" CT scan for early diagnosis of SARS-CoV-2 pneumonia.	Intensive Care Med
32367075	COVID-19 pandemic and impact on hematopoietic stem cell transplantation.	Bone Marrow Transplant
32367025	Profile of a killer: the complex biology powering the coronavirus pandemic.	Nature
32367007	Diabetic retinopathy screening during the coronavirus disease 2019 pandemic.	Eye (Lond)
32366999	Current safety preferences for intravitreal injection during COVID-19 pandemic.	Eye (Lond)
32366975	COVID-19 mental-health responses neglect social realities.	Nature
32366817	A human monoclonal antibody blocking SARS-CoV-2 infection.	Nat Commun
32366816	An Evidence Based Perspective on mRNA-SARS-CoV-2 Vaccine Development.	Med Sci Monit
32366775	Assessing Operating Room Preparedness for COVID-19 Patients through In-Situ Simulations.	Anesth Analg
32366774	Application of Lung Ultrasound during the COVID-19 Pandemic: A Narrative Review.	Anesth Analg
32366773	COVID-19 and Trauma Care: Improvise, Adapt and Overcome!	Anesth Analg
32366772	Coronavirus disease 2019 (COVID-19) pandemic: International variation of personal protective equipment (PPE) and infection prevention and control (IPC) guidelines.	Anesth Analg
32366771	Non-Invasive versus Invasive Ventilation in COVID-19: One Size Does Not Fit All!	Anesth Analg
32366770	COVID-19: Common Critical and Practical Questions.	Anesth Analg
32366769	The COVID-19 pandemic highlights shortcomings in U.S. healthcare informatics infrastructure: a call to action.	Anesth Analg
32366768	Protecting health-care workers: Use of a Body Covering Transparent Sheet during and after Intubation of Patients with Covid-19.	Anesth Analg
32366767	Real-Time Remote Surveillance of Doffing during COVID-19 Pandemic: Enhancing Safety of Health Care Workers.	Anesth Analg
32366766	The case for continuing elective cataract surgery during the COVID-19 pandemic.	J Cataract Refract Surg
32366765	Doing Our Part to Conserve Resources: Determining Whether All Personal Protective Equipment Is Mandatory for Closed Reduction and Percutaneous Pinning of Supracondylar Humeral Fractures.	J Bone Joint Surg Am
32366759	Coronavirus Disease 2019 (COVID-19): Chinese Radiologists are Acting.	J Thorac Imaging
32366746	Guidance for the management of adult patients with coronavirus disease 2019.	Chin Med J (Engl)
32366745	Battling against the novel coronavirus: control strategies for and clinical management of the 2019 novel coronavirus infection in Shanghai, China.	Chin Med J (Engl)
32366742	Prolonged Viral RNA Shedding Duration in COVID-19.	Am J Ther
32366740	COVID-19 and Avoiding Ibuprofen. How Good Is the Evidence?	Am J Ther
32366728	Medical Education During the COVID-19 Pandemic: A Single Institution Experience.	Indian Pediatr
32366726	Management of Asthma in Children during COVID-19 Pandemic.	Indian Pediatr
32366725	COVID -19 Pandemic: The Challenges for Pediatric Oncology.	Indian Pediatr
32366724	Risk stratification protocol to reduce consumption of personal protective equipment for emergency surgeries during COVID-19 pandemic.	Hong Kong Med J
32366720	Identification of antiviral drug candidates against SARS-CoV-2 from FDA-approved drugs.	Antimicrob Agents Chemother
32366705	Ethics of instantaneous contact tracing using mobile phone apps in the control of the COVID-19 pandemic.	J Med Ethics
32366695	Site-specific glycan analysis of the SARS-CoV-2 spike.	Science
32366684	Psychological impact on women health workers involved in COVID-19 outbreak in Wuhan: a cross-sectional study.	J Neurol Neurosurg Psychiatry
32366669	Multicenter Evaluation of the Cepheid Xpert Xpress SARS-CoV-2 Test.	J Clin Microbiol
32366658	Evidence from internet search data shows information-seeking responses to news of local COVID-19 cases.	Proc Natl Acad Sci U S A
32366633	Why the ABCs Matter More than Ever in Medical Education.	N C Med J
32366620	The positive effects of covid-19.	BMJ
32366619	Implications for COVID-19 triage from the ICNARC report of 2204 COVID-19 cases managed in UK adult intensive care units.	Emerg Med J
32366618	Suffocating in the eye of the storm: attempting to breathe at the epicentre of New York's COVID-19 pandemic.	Emerg Med J
32366617	Important role of emergency department doctors after the outbreak of covid-19 in China.	Emerg Med J
32366616	Onsite telemedicine strategy for coronavirus (COVID-19) screening to limit exposure in ED.	Emerg Med J
32366614	Clinical time course of COVID-19, its neurological manifestation and some thoughts on its management.	Stroke Vasc Neurol
32366612	Early Neonatal SARS-CoV-2 Infection Manifesting With Hypoxemia Requiring Respiratory Support.	Pediatrics
32366611	Severe Pediatric COVID-19 Presenting With Respiratory Failure and Severe Thrombocytopenia.	Pediatrics
32366610	The Ethics of Creating a Resource Allocation Strategy During the COVID-19 Pandemic.	Pediatrics
32366608	Interim Guidance for Basic and Advanced Life Support in Children and Neonates With Suspected or Confirmed COVID-19.	Pediatrics
32366599	SARS-CoV-2 detection in formalin-fixed paraffin-embedded tissue specimens from surgical resection of tongue squamous cell carcinoma.	J Clin Pathol
32366598	Implementing a structured digital-based online pathology curriculum for trainees at the time of COVID-19.	J Clin Pathol
32366596	COVID-19: switching to remote neurology outpatient consultations.	Pract Neurol
32366595	Acute anosmia from COVID-19 infection.	Pract Neurol
32366584	A first estimation of the impact of public health actions against COVID-19 in Veneto (Italy).	J Epidemiol Community Health
32366583	Covid-19: The time to shield all pregnant frontline workers is now.	BMJ
32366580	Respiratory advice for the non-respiratory physician in the time of COVID-19.	Clin Med (Lond)
32366572	The Biology of Pulmonary Coronavirus Infection Underscores Host-Directed Therapies as an Option.	Ann Clin Lab Sci
32366521	Response to 'To consider or not antimalarials as a prophylactic intervention in the SARS-CoV-2 (Covid-19) pandemic' by Parperis.	Ann Rheum Dis
32366514	Acute Kidney Injury in COVID-19: Emerging Evidence of a Distinct Pathophysiology.	J Am Soc Nephrol
32366513	Covid-19: Confidentiality agreements allow antibody test manufacturers to withhold evaluation results.	BMJ
32366511	Developing a vaccine for covid-19.	BMJ
32366510	Covid-19: collateral damage of lockdown in India.	BMJ
32366509	Editorial debate: Challenges we oncologists, working within a universal healthcare system, have to face in these hard times.	ESMO Open
32366508	Editorial debate: Challenges an oncologist has to face during the SARS-CoV-2 pandemic within a universal healthcare system.	ESMO Open
32366507	Monitoring respiratory infections in covid-19 epidemics.	BMJ
32366506	Covid-19: Doctors face shortages of vital drugs, gases, and therapeutics, survey finds.	BMJ
32366505	Covid-19 and pregnancy.	BMJ
32366504	Preventing psychological injury during the covid-19 pandemic.	BMJ
32366503	Covid-19: NHS bosses told to assess risk to ethnic minority staff who may be at greater risk.	BMJ
32366502	COVID-19: Coronavirus replication, pathogenesis, and therapeutic strategies.	Cleve Clin J Med
32366500	Covid-19: how to use your time when clinical placements are postponed.	BMJ
32366499	Covid-19: skin damage with prolonged wear of FFP3 masks.	BMJ
32366496	How is the lockdown affecting vet students?	Vet Rec
32366490	Reply to: "Current Smoking is Not Associated with COVID-19".	Eur Respir J
32366489	Sleep apnoea management in Europe during the COVID-19 pandemic: data from the European Sleep Apnoea Database (ESADA).	Eur Respir J
32366488	Nosocomial Outbreak of 2019 Novel Coronavirus Pneumonia in Wuhan, China.	Eur Respir J
32366470	Additional safety consideration for azithromycin in the management of SARS-CoV-2 infection.	CMAJ
32366457	Covid-19 in South Korea.	Postgrad Med J
32366380	Covid-19: UK needs flexible local plans to come out of lockdown, say public health experts.	BMJ
32366375	Management of respiratory failure due to covid-19.	BMJ
32366374	Covid-19: Deprived areas have the highest death rates in England and Wales.	BMJ
32366370	Covid-19: Coroners needn't investigate PPE policy failures in deaths of NHS staff, new guidance says.	BMJ
32366336	Olfactory and gustatory dysfunction caused by SARS-CoV-2: comparison with cases of infection with influenza and other viruses.	Infect Control Hosp Epidemiol
32366319	A united statement of the global chiropractic research community against the pseudoscientific claim that chiropractic care boosts immunity.	Chiropr Man Therap
32366317	Covid-19-The real role of NSAIDs in Italy.	J Orthop Surg Res
32366299	Early recovery following new onset anosmia during the COVID-19 pandemic - an observational cohort study.	J Otolaryngol Head Neck Surg
32366290	Mesenchymal stem cells as a potential therapy for COVID-19.	Stem Cell Res Ther
32366282	Liver injury in critically ill patients with COVID-19: a case series.	Crit Care
32366279	Genetic alteration, RNA expression, and DNA methylation profiling of coronavirus disease 2019 (COVID-19) receptor ACE2 in malignancies: a pan-cancer analysis.	J Hematol Oncol
32366198	Otolaryngology Residency Application during the SARS-CoV-2 (COVID-19) Pandemic.	Otolaryngol Head Neck Surg
32366195	Anosmia and the Need for COVID-19 Screening during the Pandemic.	Otolaryngol Head Neck Surg
32366190	Intersectionality as a lens to the COVID-19 pandemic: implications for sexual and reproductive health in development and humanitarian contexts.	Sex Reprod Health Matters
32366178	Defining Essential Services for Deaf and Hard of Hearing Children during the COVID-19 Pandemic.	Otolaryngol Head Neck Surg
32366174	Sustaining Otolaryngology Services for the Long Haul during the COVID-19 Pandemic: Experience from a Tertiary Health System.	Otolaryngol Head Neck Surg
32366173	Clinical Recommendations for Epistaxis Management During the COVID-19 Pandemic.	Otolaryngol Head Neck Surg
32366172	COVID-19 and the Widening Gap in Health Inequity.	Otolaryngol Head Neck Surg
32366162	Access to Telemedicine-Are We Doing All That We Can during the COVID-19 Pandemic?	Otolaryngol Head Neck Surg
32366161	Olfactory Dysfunction in COVID-19.	Otolaryngol Head Neck Surg
32366160	Olfactory Dysfunction: A Highly Prevalent Symptom of COVID-19 With Public Health Significance.	Otolaryngol Head Neck Surg
32366158	Creation of Educational Videos for Patients Undergoing Nonelective Surgery: Tools for the COVID-19 Era.	Otolaryngol Head Neck Surg
32366131	Harnessing the potential of CRISPR-based platforms to advance the field of hospital medicine.	Expert Rev Anti Infect Ther
32366113	Foot Manifestations in a COVID-19 Positive Patient: A Case Study.	J Am Podiatr Med Assoc
32366061	The COVID-19 Pandemic: Clinical Information for Ophthalmologists.	Turk J Ophthalmol
32366034	COVID-19: Present and Future Challenges for Dental Practice.	Int J Environ Res Public Health
32366025	Codon Usage and Phenotypic Divergences of SARS-CoV-2 Genes.	Viruses
32366016	Generational Differences in Perceptions of Food Health/Risk and Attitudes toward Organic Food and Game Meat: The Case of the COVID-19 Crisis in China.	Int J Environ Res Public Health
32365944	SARS Unique Domain (SUD) of Severe Acute Respiratory Syndrome Coronavirus Induces NLRP3 Inflammasome-Dependent CXCL10-Mediated Pulmonary Inflammation.	Int J Mol Sci
32365891	COVID-19 Surface Persistence: A Recent Data Summary and Its Importance for Medical and Dental Settings.	Int J Environ Res Public Health
32365851	Combating the COVID-19 Epidemic: Experiences from Vietnam.	Int J Environ Res Public Health
32365751	The SARS-CoV-2 Exerts a Distinctive Strategy for Interacting with the ACE2 Human Receptor.	Viruses
32365710	Risk Perception and COVID-19.	Int J Environ Res Public Health
32365703	Estimation of the Excess COVID-19 Cases in Seoul, South Korea by the Students Arriving from China.	Int J Environ Res Public Health
32365567	Lab-on-a-Chip Technologies for the Single Cell Level: Separation, Analysis, and Diagnostics.	Micromachines (Basel)
32365556	Pharmacological (or Synthetic) and Nutritional Agonists of PPAR-gamma as Candidates for Cytokine Storm Modulation in COVID-19 Disease.	Molecules
32365466	The Human Coronavirus Disease COVID-19: Its Origin, Characteristics, and Insights into Potential Drugs and Its Mechanisms.	Pathogens
32365415	Caution regarding potential changes in AVR practices during the COVID-19 pandemic.	J Card Surg
32365354	Effect of non-pharmaceutical interventions to contain COVID-19 in China.	Nature
32365353	Rapid reconstruction of SARS-CoV-2 using a synthetic genomics platform.	Nature
32365287	Emergency department COVID management policies: one institution's experience and lessons learned.	Emerg Med Pract
32365283	Lessons learned from HIV can inform our approach to COVID-19 stigma.	J Int AIDS Soc
32365278	Management of COVID-19 in hemodialysis patients: The Genoa Experience.	Hemodial Int
32365277	New emerging dermatological symptoms in coronavirus pandemic.	J Cosmet Dermatol
32365275	Obesity accompanying COVID-19: the role of epicardial fat.	Obesity (Silver Spring)
32365269	Obesity and severe COVID-19 disease: a strong association.	Obesity (Silver Spring)
32365259	COVID-19 and Older People in Asia: AWGS Calls to Actions.	Geriatr Gerontol Int
32365236	Virtual Multiple Mini-Interview during a COVID-19 Pandemic.	Med Educ
32365233	Guidelines for the management of diabetes services and patients during the COVID-19 pandemic.	Diabet Med
32365221	Using IL-2R/lymphocyte for predicting the clinical progression of patients with COVID-19.	Clin Exp Immunol
32365217	Reproductive number of the COVID-19 epidemic in Switzerland with a focus on the Cantons of Basel-Stadt and Basel-Landschaft.	Swiss Med Wkly
32365215	[Potential harms associated with 4-aminoquinoline treatment].	Lakartidningen
32365214	[Bats and humans].	Lakartidningen
32365212	[Covid-19 - deaths and analysis].	Lakartidningen
32365207	Combined treatment of tocilizumab and chloroquine on severe COVID-19: a case report.	QJM
32365191	Balancing Expediency and Scientific Rigor in SARS-CoV-2 Vaccine Development.	J Infect Dis
32365190	TREC-COVID: Rationale and Structure of an Information Retrieval Shared Task for COVID-19.	J Am Med Inform Assoc
32365180	Potential influence of COVID-19/ACE2 on the female reproductive system.	Mol Hum Reprod
32365178	High proportion of asymptomatic and presymptomatic COVID-19 infections in travelers and returning residents to Brunei.	J Travel Med
32365049	Tracheotomia az uj tipusu koronavirus okozta jarvany idejen(A COVID-19-pandemia orvosszakmai kerdesei).	Orv Hetil
32365046	Preparation for the Quarantine of The Diamond Princess Cruise Ship for COVID-19 in Japan: Study Design.	JMIR Public Health Surveill
32365045	Mathematical Modelling to Assess the Impact of Lockdown on COVID-19 Transmission in India: Model Development and Validation.	JMIR Public Health Surveill
32365044	Mental health, risk factors, and social media use during the COVID-19 epidemic and cordon sanitaire among the community and health professionals in Wuhan, China.	JMIR Public Health Surveill
32365043	Implementing a Protocol to Assess Real-Time Mental Health Challenges of COVID-19 in Individuals with Serious Mental Illnesses.	JMIR Res Protoc
32365022	Towards Contactless Patient Positioning.	IEEE Trans Med Imaging
32364962	Association between chest CT features and clinical course of Coronavirus Disease 2019.	Respir Med
32364961	Severe respiratory SARS-CoV2 infection: Does ACE2 receptor matter?	Respir Med
32364959	Diagnostic performance between CT and initial real-time RT-PCR for clinically suspected 2019 coronavirus disease (COVID-19) patients outside Wuhan, China.	Respir Med
32364936	Electrochemical biosensors for pathogen detection.	Biosens Bioelectron
32364930	Circadian rhythm sleep-wake disorders and the COVID-19 pandemic.	J Clin Sleep Med
32364928	Dental sleep medicine perspectives post-COVID-19: interprofessional adaptation and directions.	J Clin Sleep Med
32364920	A Case of Postoperative Covid-19 Infection After Cardiac Surgery: Lessons Learned.	Heart Surg Forum
32364890	Evidence Supporting Transmission of Severe Acute Respiratory Syndrome Coronavirus 2 While Presymptomatic or Asymptomatic.	Emerg Infect Dis
32364846	COVID-19 Emergency and the Need to Speed Up the Adoption of Electronic Patient-Reported Outcomes in Cancer Clinical Practice.	JCO Oncol Pract
32364826	Telehealth in Oncology During the COVID-19 Outbreak: Bringing the House Call Back Virtually.	JCO Oncol Pract
32364809	Inpatient Teledermatology During the COVID-19 Pandemic.	J Dermatolog Treat
32364793	Leveraging Technology for Remote Learning in the Era of COVID-19 and Social Distancing: Tips and Resources for Pathology Educators and Trainees.	Arch Pathol Lab Med
32364774	Correction to: Protecting Medical Trainees on the COVID-19 Frontlines Saves Us All.	Circulation
32364764	Data quarantine in the time of the COVID-19 pandemic.	Circ Cardiovasc Qual Outcomes
32364762	At the Heart of the Matter: Unmasking and Addressing COVID-19's Toll on Diverse Populations.	Circulation
32364692	Medical Education in Turkey in the Time of COVID-19.	Balkan Med J
32364677	COVID-19 pneumonia in kidney transplant recipients- where we are?	Transpl Infect Dis
32364597	Ophthalmology After Coronavirus Disease 2019 (COVID-19): Transition Back to Patient Care.	JAMA Ophthalmol
32364565	COVID-19 and the Financial Health of US Hospitals.	JAMA
32364561	Randomized Clinical Trials and COVID-19: Managing Expectations.	JAMA
32364528	Typical radiological progression and clinical features of patients with coronavirus disease 2019.	Aging (Albany NY)
32364527	Immune environment modulation in pneumonia patients caused by coronavirus: SARS-CoV, MERS-CoV and SARS-CoV-2.	Aging (Albany NY)
32364491	Are COVID-19 survivors at increased risk for suicide?	Acta Neuropsychiatr
32364453	COVID-19: Answering the call together.	J Am Vet Med Assoc
32364443	Reply to Letter to the Editor: "COVID-19: is the ACE2 just a foe?"	Am J Physiol Lung Cell Mol Physiol
32364442	Rigor before speculation in COVID-19 therapy.	Am J Physiol Lung Cell Mol Physiol
32364441	Don't judge too RAShly: the multifaceted role of the renin-angiotensin system and its therapeutic potential in COVID-19.	Am J Physiol Lung Cell Mol Physiol
32364440	Reply to Letter to the Editor: "Don't judge too RAShly: the multifaceted role of the renin-angiotensin system and its therapeutic potential in COVID-19".	Am J Physiol Lung Cell Mol Physiol
32364407	COVID-19 Lung Injury Is Different From High Altitude Pulmonary Edema (Re: High Alt Med Biol [Epub ahead of print]; DOI: 10.1089/ham.2020.0055).	High Alt Med Biol
32364404	Establishment and Management of Mechanical Circulatory Support During the COVID-19 Pandemic.	Circulation
32364358	[A specifikus IgM- es IgG-antitesteket detektalo gyorstesztek erteke a SARS CoV-2 virusfertozes kimutatasaban (A COVID-19-pandemia orvosszakmai kerdesei)].	Orv Hetil
32364347	One oral and maxillofacial surgeon's attitude toward the COVID-19 pandemic.	J Korean Assoc Oral Maxillofac Surg
32364319	Coronavirus conversations, in a time of logarithm.	FASEB J
32364301	COVID-19 and paediatric health services: A survey of paediatric physicians in Australia and New Zealand.	J Paediatr Child Health
32364283	The Impact of Covid-19 Pandemic on Elderly Mental Health.	Int J Geriatr Psychiatry
32364280	The Role of Scientific Publishing in the SARS-CoV-2 Pandemic.	Pharmacotherapy
32364265	Doctor-patient communication in surgical practice during the coronavirus (COVID-19) pandemic.	Br J Surg
32364264	Post-mortem examination of COVID19 patients reveals diffuse alveolar damage with severe capillary congestion and variegated findings of lungs and other organs suggesting vascular dysfunction.	Histopathology
32364257	Surgeons' response to COVID-19 - Preparing from the sideline.	Br J Surg
32364256	Pediatric ethical issues during the COVID-19 pandemic are not just about ventilator triage.	Acta Paediatr
32364245	COVID-19: are frontline surgical staff ready for this?	Br J Surg
32364242	An e-mental health intervention to support burdened people in times of the COVID-19 pandemic: CoPE It.	J Public Health (Oxf)
32364127	Acute stroke care during the COVID-19 pandemic. Ictus Madrid Program Recommendations.	Neurologia
32364126	Will neurological care change over the next 5 years due to the COVID-19 pandemic?.	Neurologia
32364125	The epilepsy unit during the COVID-19 epidemic: the role of telemedicine and the effects of confinement on patients with epilepsy.	Neurologia
32364123	Guillain-Barre syndrome associated with SARS-CoV-2 infection.	Neurologia
32364122	Neurological infections during the COVID-19 epidemic.	Neurologia
32364121	SARS-CoV-2 infection associated with diplopia and anti-acetylcholine receptor antibodies.	Neurologia
32364120	A PATIENT WITH NEUROLOGICAL MANIFESTATIONS AS UNIQUE PRESENTATION OF SARS-CoV-2 INFECTION.	Neurologia
32364119	Impact of SARS-CoV-2 infection on neurodegenerative and neuropsychiatric diseases: a delayed pandemic?	Neurologia
32364118	Neurology during the pandemic. Is COVID-19 changing the organisation of neurology departments?	Neurologia
32364117	A neurology department at a tertiary-level hospital during the COVID-19 pandemic.	Neurologia
32364048	The BMA COVID-19 ethical guidance: a legal analysis.	New Bioeth
32364047	COVID-19.	Soc Stud Sci
32364041	Using Integrated Computational Approaches to Identify Safe and Rapid Treatment for SARS -CoV- 2.	J Biomol Struct Dyn
32364039	Student mental health in the midst of the COVID-19 pandemic: A call for further research and immediate solutions.	Int J Soc Psychiatry
